sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain
3/7/2024,Ibuprofen 400mg,Boston Pharma,Để xa tầm tay trẻ em,89,21,1,1
3/7/2024,Aspirin 81mg,Traphaco,Để xa tầm tay trẻ em,59,26,1,0
3/7/2024,Cefixime 200mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,12,30,1,1
3/7/2024,Loratadine 10mg,Mekophar,Giữ trong tủ lạnh (2-8°C),108,35,1,1
3/7/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),50,34,1,0
3/8/2024,Paracetamol 500mg,DHG Pharmacy,Để xa tầm tay trẻ em,85,28,1,1
3/8/2024,Amoxicillin 250mg,DHG Pharmacy,Để xa tầm tay trẻ em,102,26,1,1
3/8/2024,Vitamin C 1000mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,81,20,1,0
3/8/2024,Ibuprofen 400mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",77,20,1,0
3/8/2024,Aspirin 81mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),110,25,1,1
3/8/2024,Cefixime 200mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,60,23,1,1
3/8/2024,Loratadine 10mg,Traphaco,Bảo quản ở nhiệt độ phòng,116,31,1,0
3/8/2024,Omeprazole 20mg,Traphaco,Bảo quản ở nhiệt độ phòng,102,22,1,0
3/9/2024,Paracetamol 500mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),61,23,1,0
3/9/2024,Amoxicillin 250mg,Stella Pharma,Tránh ánh nắng trực tiếp,68,25,1,1
3/9/2024,Vitamin C 1000mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",41,22,1,1
3/9/2024,Ibuprofen 400mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",13,21,1,1
3/9/2024,Aspirin 81mg,DHG Pharmacy,Để xa tầm tay trẻ em,118,24,1,0
3/9/2024,Cefixime 200mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",26,33,1,1
3/9/2024,Loratadine 10mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),18,24,1,0
3/9/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,62,32,1,0
3/10/2024,Paracetamol 500mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,97,34,1,0
3/10/2024,Amoxicillin 250mg,Traphaco,Để xa tầm tay trẻ em,60,20,1,0
3/10/2024,Vitamin C 1000mg,Boston Pharma,Tránh ánh nắng trực tiếp,112,30,1,0
3/10/2024,Ibuprofen 400mg,Traphaco,Tránh ánh nắng trực tiếp,96,33,1,1
3/10/2024,Aspirin 81mg,Mekophar,Tránh ánh nắng trực tiếp,119,26,1,1
3/10/2024,Cefixime 200mg,Boston Pharma,Để xa tầm tay trẻ em,38,25,1,1
3/10/2024,Loratadine 10mg,Traphaco,Tránh ánh nắng trực tiếp,61,28,1,0
3/10/2024,Omeprazole 20mg,Traphaco,Bảo quản ở nhiệt độ phòng,83,29,1,1
3/11/2024,Paracetamol 500mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,82,25,1,1
3/11/2024,Amoxicillin 250mg,Traphaco,Để xa tầm tay trẻ em,53,24,1,1
3/11/2024,Vitamin C 1000mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),80,31,1,0
3/11/2024,Ibuprofen 400mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),74,31,1,0
3/11/2024,Aspirin 81mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",42,31,1,0
3/11/2024,Cefixime 200mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),115,21,1,1
3/11/2024,Loratadine 10mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),95,31,1,1
3/11/2024,Omeprazole 20mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),32,24,1,0
3/12/2024,Paracetamol 500mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),109,25,1,1
3/12/2024,Amoxicillin 250mg,OPC Pharma,Tránh ánh nắng trực tiếp,89,33,1,0
3/12/2024,Vitamin C 1000mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",57,35,1,1
3/12/2024,Ibuprofen 400mg,Traphaco,Bảo quản ở nhiệt độ phòng,90,35,1,0
3/12/2024,Aspirin 81mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",110,27,1,0
3/12/2024,Cefixime 200mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",111,35,1,1
3/12/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,22,24,1,0
3/12/2024,Omeprazole 20mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,116,20,1,1
3/13/2024,Paracetamol 500mg,DHG Pharmacy,Để xa tầm tay trẻ em,97,33,1,0
3/13/2024,Amoxicillin 250mg,DHG Pharmacy,Để xa tầm tay trẻ em,99,33,1,0
3/13/2024,Vitamin C 1000mg,DHG Pharmacy,Để xa tầm tay trẻ em,108,30,1,0
3/13/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),31,34,1,0
3/13/2024,Aspirin 81mg,Traphaco,Để xa tầm tay trẻ em,51,33,1,1
3/13/2024,Cefixime 200mg,Stella Pharma,Để xa tầm tay trẻ em,31,22,1,1
3/13/2024,Loratadine 10mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",98,26,1,1
3/13/2024,Omeprazole 20mg,Stella Pharma,Để xa tầm tay trẻ em,41,23,1,1
3/14/2024,Paracetamol 500mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,96,27,1,1
3/14/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,109,25,1,1
3/14/2024,Vitamin C 1000mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",66,34,1,0
3/14/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),81,23,1,1
3/14/2024,Aspirin 81mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,65,35,1,0
3/14/2024,Cefixime 200mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",94,21,1,1
3/14/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,25,29,1,1
3/14/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,84,26,1,0
3/15/2024,Paracetamol 500mg,Traphaco,Bảo quản ở nhiệt độ phòng,42,22,1,0
3/15/2024,Amoxicillin 250mg,OPC Pharma,Tránh ánh nắng trực tiếp,118,24,1,1
3/15/2024,Vitamin C 1000mg,Mekophar,Bảo quản ở nhiệt độ phòng,115,34,1,1
3/15/2024,Ibuprofen 400mg,Imexpharm,Để xa tầm tay trẻ em,97,30,1,1
3/15/2024,Aspirin 81mg,Boston Pharma,Để xa tầm tay trẻ em,65,29,1,1
3/15/2024,Cefixime 200mg,Traphaco,Bảo quản ở nhiệt độ phòng,74,23,1,1
3/15/2024,Loratadine 10mg,Stella Pharma,Tránh ánh nắng trực tiếp,14,28,1,0
3/15/2024,Omeprazole 20mg,DHG Pharmacy,Để xa tầm tay trẻ em,28,25,1,1
3/16/2024,Paracetamol 500mg,Traphaco,Bảo quản ở nhiệt độ phòng,17,20,1,1
3/16/2024,Amoxicillin 250mg,Stella Pharma,Để xa tầm tay trẻ em,51,32,1,1
3/16/2024,Vitamin C 1000mg,Traphaco,Để xa tầm tay trẻ em,54,32,1,1
3/16/2024,Ibuprofen 400mg,Mekophar,Giữ trong tủ lạnh (2-8°C),104,27,1,1
3/16/2024,Aspirin 81mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,86,24,1,1
3/16/2024,Cefixime 200mg,Mekophar,Bảo quản ở nhiệt độ phòng,107,21,1,1
3/16/2024,Loratadine 10mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,22,34,1,0
3/16/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),51,25,1,1
3/17/2024,Paracetamol 500mg,Stella Pharma,Để xa tầm tay trẻ em,94,26,1,0
3/17/2024,Amoxicillin 250mg,Traphaco,Để xa tầm tay trẻ em,13,33,1,0
3/17/2024,Vitamin C 1000mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",40,28,1,0
3/17/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),64,34,1,0
3/17/2024,Aspirin 81mg,Imexpharm,Để xa tầm tay trẻ em,93,26,1,0
3/17/2024,Cefixime 200mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),62,26,1,1
3/17/2024,Loratadine 10mg,Boston Pharma,Tránh ánh nắng trực tiếp,31,31,1,0
3/17/2024,Omeprazole 20mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),74,20,1,0
3/18/2024,Paracetamol 500mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",85,25,1,1
3/18/2024,Amoxicillin 250mg,Mekophar,Bảo quản ở nhiệt độ phòng,65,29,1,0
3/18/2024,Vitamin C 1000mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",72,21,1,0
3/18/2024,Ibuprofen 400mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),94,34,1,1
3/18/2024,Aspirin 81mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,89,25,1,1
3/18/2024,Cefixime 200mg,Traphaco,Để xa tầm tay trẻ em,80,26,1,0
3/18/2024,Loratadine 10mg,DHG Pharmacy,Để xa tầm tay trẻ em,19,34,1,0
3/18/2024,Omeprazole 20mg,Traphaco,Giữ trong tủ lạnh (2-8°C),61,24,1,0
3/19/2024,Paracetamol 500mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",42,33,1,1
3/19/2024,Amoxicillin 250mg,Mekophar,Để xa tầm tay trẻ em,14,27,1,0
3/19/2024,Vitamin C 1000mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",31,22,1,1
3/19/2024,Ibuprofen 400mg,Boston Pharma,Để xa tầm tay trẻ em,13,24,1,1
3/19/2024,Aspirin 81mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,44,27,1,1
3/19/2024,Cefixime 200mg,Imexpharm,Để xa tầm tay trẻ em,87,33,1,0
3/19/2024,Loratadine 10mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",120,27,1,1
3/19/2024,Omeprazole 20mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),112,25,1,0
3/20/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,47,26,1,0
3/20/2024,Amoxicillin 250mg,OPC Pharma,Để xa tầm tay trẻ em,91,26,1,1
3/20/2024,Vitamin C 1000mg,Traphaco,Tránh ánh nắng trực tiếp,67,35,1,0
3/20/2024,Ibuprofen 400mg,Stella Pharma,Để xa tầm tay trẻ em,97,32,1,0
3/20/2024,Aspirin 81mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,24,32,1,1
3/20/2024,Cefixime 200mg,Mekophar,Bảo quản ở nhiệt độ phòng,61,33,1,1
3/20/2024,Loratadine 10mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",23,30,1,1
3/20/2024,Omeprazole 20mg,Traphaco,Tránh ánh nắng trực tiếp,84,34,1,1
3/21/2024,Paracetamol 500mg,Mekophar,Bảo quản ở nhiệt độ phòng,88,34,1,1
3/21/2024,Amoxicillin 250mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",69,35,1,1
3/21/2024,Vitamin C 1000mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),113,22,1,0
3/21/2024,Ibuprofen 400mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",102,35,1,1
3/21/2024,Aspirin 81mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),99,29,1,0
3/21/2024,Cefixime 200mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,65,22,1,1
3/21/2024,Loratadine 10mg,Traphaco,Giữ trong tủ lạnh (2-8°C),24,23,1,0
3/21/2024,Omeprazole 20mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",38,33,1,0
3/22/2024,Paracetamol 500mg,Traphaco,Giữ trong tủ lạnh (2-8°C),119,25,1,0
3/22/2024,Amoxicillin 250mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,115,27,1,0
3/22/2024,Vitamin C 1000mg,Boston Pharma,"Bảo quản nơi khô ráo, thoáng mát",74,33,1,0
3/22/2024,Ibuprofen 400mg,Traphaco,Tránh ánh nắng trực tiếp,94,22,1,1
3/22/2024,Aspirin 81mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",41,24,1,0
3/22/2024,Cefixime 200mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",52,24,1,0
3/22/2024,Loratadine 10mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,80,31,1,0
3/22/2024,Omeprazole 20mg,Mekophar,Giữ trong tủ lạnh (2-8°C),71,22,1,0
3/23/2024,Paracetamol 500mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),67,25,1,0
3/23/2024,Amoxicillin 250mg,Stella Pharma,Tránh ánh nắng trực tiếp,58,33,1,1
3/23/2024,Vitamin C 1000mg,Mekophar,Bảo quản ở nhiệt độ phòng,25,27,1,1
3/23/2024,Ibuprofen 400mg,OPC Pharma,Để xa tầm tay trẻ em,92,29,1,1
3/23/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,117,24,1,0
3/23/2024,Cefixime 200mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",52,35,1,0
3/23/2024,Loratadine 10mg,Imexpharm,Tránh ánh nắng trực tiếp,108,23,1,1
3/23/2024,Omeprazole 20mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",96,26,1,1
3/24/2024,Paracetamol 500mg,Mekophar,Bảo quản ở nhiệt độ phòng,14,32,1,1
3/24/2024,Amoxicillin 250mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),92,31,1,0
3/24/2024,Vitamin C 1000mg,Imexpharm,Tránh ánh nắng trực tiếp,46,26,1,0
3/24/2024,Ibuprofen 400mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),16,31,1,1
3/24/2024,Aspirin 81mg,Mekophar,Giữ trong tủ lạnh (2-8°C),62,32,1,0
3/24/2024,Cefixime 200mg,OPC Pharma,Để xa tầm tay trẻ em,29,32,1,0
3/24/2024,Loratadine 10mg,DHG Pharmacy,Để xa tầm tay trẻ em,106,26,1,1
3/24/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,53,34,1,0
3/25/2024,Paracetamol 500mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,95,35,1,1
3/25/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,85,28,1,1
3/25/2024,Vitamin C 1000mg,DHG Pharmacy,Để xa tầm tay trẻ em,88,29,1,0
3/25/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),31,26,1,0
3/25/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,16,21,1,1
3/25/2024,Cefixime 200mg,Imexpharm,Để xa tầm tay trẻ em,40,33,1,0
3/25/2024,Loratadine 10mg,Imexpharm,"Bảo quản nơi khô ráo, thoáng mát",73,22,1,0
3/25/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,53,28,1,0
3/26/2024,Paracetamol 500mg,Traphaco,Giữ trong tủ lạnh (2-8°C),73,25,1,1
3/26/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,98,24,1,1
3/26/2024,Vitamin C 1000mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),19,26,1,1
3/26/2024,Ibuprofen 400mg,Imexpharm,Bảo quản ở nhiệt độ phòng,13,31,1,1
3/26/2024,Aspirin 81mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),62,22,1,1
3/26/2024,Cefixime 200mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",22,35,1,0
3/26/2024,Loratadine 10mg,Traphaco,Bảo quản ở nhiệt độ phòng,105,25,1,1
3/26/2024,Omeprazole 20mg,Stella Pharma,Tránh ánh nắng trực tiếp,33,20,1,0
3/27/2024,Paracetamol 500mg,Mekophar,Để xa tầm tay trẻ em,72,31,1,1
3/27/2024,Amoxicillin 250mg,Mekophar,Để xa tầm tay trẻ em,16,32,1,0
3/27/2024,Vitamin C 1000mg,OPC Pharma,Để xa tầm tay trẻ em,118,29,1,1
3/27/2024,Ibuprofen 400mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),107,20,1,1
3/27/2024,Aspirin 81mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,32,32,1,0
3/27/2024,Cefixime 200mg,Mekophar,Giữ trong tủ lạnh (2-8°C),58,23,1,1
3/27/2024,Loratadine 10mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,118,28,1,0
3/27/2024,Omeprazole 20mg,OPC Pharma,Để xa tầm tay trẻ em,15,23,1,0
3/28/2024,Paracetamol 500mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,13,29,1,1
3/28/2024,Amoxicillin 250mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",58,29,1,0
3/28/2024,Vitamin C 1000mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,18,23,1,0
3/28/2024,Ibuprofen 400mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),80,23,1,0
3/28/2024,Aspirin 81mg,Imexpharm,Tránh ánh nắng trực tiếp,108,35,1,0
3/28/2024,Cefixime 200mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",95,20,1,0
3/28/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,117,20,1,0
3/28/2024,Omeprazole 20mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",36,33,1,0
3/29/2024,Paracetamol 500mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,115,28,1,1
3/29/2024,Amoxicillin 250mg,Traphaco,Tránh ánh nắng trực tiếp,29,31,1,0
3/29/2024,Vitamin C 1000mg,DHG Pharmacy,Để xa tầm tay trẻ em,48,32,1,1
3/29/2024,Ibuprofen 400mg,Boston Pharma,Để xa tầm tay trẻ em,96,30,1,0
3/29/2024,Aspirin 81mg,Traphaco,Để xa tầm tay trẻ em,63,31,1,0
3/29/2024,Cefixime 200mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),25,21,1,0
3/29/2024,Loratadine 10mg,OPC Pharma,Để xa tầm tay trẻ em,22,35,1,0
3/29/2024,Omeprazole 20mg,Imexpharm,Tránh ánh nắng trực tiếp,105,26,1,1
3/30/2024,Paracetamol 500mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,69,31,1,1
3/30/2024,Amoxicillin 250mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",106,23,1,0
3/30/2024,Vitamin C 1000mg,Traphaco,Bảo quản ở nhiệt độ phòng,54,25,1,1
3/30/2024,Ibuprofen 400mg,DHG Pharmacy,Để xa tầm tay trẻ em,72,28,1,1
3/30/2024,Aspirin 81mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,67,34,1,0
3/30/2024,Cefixime 200mg,Mekophar,Để xa tầm tay trẻ em,80,31,1,0
3/30/2024,Loratadine 10mg,Traphaco,Tránh ánh nắng trực tiếp,69,24,1,0
3/30/2024,Omeprazole 20mg,Traphaco,"Bảo quản nơi khô ráo, thoáng mát",111,21,1,0
3/31/2024,Paracetamol 500mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),25,28,1,1
3/31/2024,Amoxicillin 250mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",47,30,1,0
3/31/2024,Vitamin C 1000mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),46,20,1,0
3/31/2024,Ibuprofen 400mg,Traphaco,Giữ trong tủ lạnh (2-8°C),35,33,1,1
3/31/2024,Aspirin 81mg,Stella Pharma,Tránh ánh nắng trực tiếp,111,31,1,0
3/31/2024,Cefixime 200mg,Stella Pharma,Để xa tầm tay trẻ em,15,21,1,0
3/31/2024,Loratadine 10mg,Traphaco,Giữ trong tủ lạnh (2-8°C),88,31,1,0
3/31/2024,Omeprazole 20mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),36,35,1,0
4/1/2024,Paracetamol 500mg,Stella Pharma,Tránh ánh nắng trực tiếp,111,31,1,1
4/1/2024,Amoxicillin 250mg,Mekophar,Bảo quản ở nhiệt độ phòng,32,26,1,0
4/1/2024,Vitamin C 1000mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",74,29,1,1
4/1/2024,Ibuprofen 400mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",32,22,1,0
4/1/2024,Aspirin 81mg,DHG Pharmacy,"Bảo quản nơi khô ráo, thoáng mát",21,29,1,1
4/1/2024,Cefixime 200mg,Stella Pharma,Giữ trong tủ lạnh (2-8°C),80,22,1,1
4/1/2024,Loratadine 10mg,Mekophar,Giữ trong tủ lạnh (2-8°C),24,30,1,1
4/1/2024,Omeprazole 20mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),119,28,1,1
4/2/2024,Paracetamol 500mg,OPC Pharma,Tránh ánh nắng trực tiếp,28,20,1,0
4/2/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,79,23,1,0
4/2/2024,Vitamin C 1000mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,53,31,1,0
4/2/2024,Ibuprofen 400mg,OPC Pharma,Tránh ánh nắng trực tiếp,107,31,1,0
4/2/2024,Aspirin 81mg,Mekophar,Bảo quản ở nhiệt độ phòng,78,32,1,0
4/2/2024,Cefixime 200mg,Boston Pharma,Để xa tầm tay trẻ em,63,34,1,1
4/2/2024,Loratadine 10mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",47,30,1,1
4/2/2024,Omeprazole 20mg,Mekophar,Giữ trong tủ lạnh (2-8°C),83,35,1,1
4/3/2024,Paracetamol 500mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),21,28,1,1
4/3/2024,Amoxicillin 250mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),51,31,1,1
4/3/2024,Vitamin C 1000mg,Traphaco,Giữ trong tủ lạnh (2-8°C),115,22,1,1
4/3/2024,Ibuprofen 400mg,Traphaco,Để xa tầm tay trẻ em,111,25,1,1
4/3/2024,Aspirin 81mg,Imexpharm,Giữ trong tủ lạnh (2-8°C),55,26,1,1
4/3/2024,Cefixime 200mg,DHG Pharmacy,Tránh ánh nắng trực tiếp,68,27,1,0
4/3/2024,Loratadine 10mg,Boston Pharma,Bảo quản ở nhiệt độ phòng,114,28,1,0
4/3/2024,Omeprazole 20mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,65,31,1,0
4/4/2024,Paracetamol 500mg,Imexpharm,Bảo quản ở nhiệt độ phòng,65,22,1,0
4/4/2024,Amoxicillin 250mg,OPC Pharma,Để xa tầm tay trẻ em,78,24,1,1
4/4/2024,Vitamin C 1000mg,Boston Pharma,Tránh ánh nắng trực tiếp,65,26,1,0
4/4/2024,Ibuprofen 400mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",34,21,1,0
4/4/2024,Aspirin 81mg,Mekophar,Tránh ánh nắng trực tiếp,42,30,1,1
4/4/2024,Cefixime 200mg,Mekophar,Để xa tầm tay trẻ em,120,22,1,1
4/4/2024,Loratadine 10mg,OPC Pharma,Để xa tầm tay trẻ em,41,34,1,1
4/4/2024,Omeprazole 20mg,DHG Pharmacy,Để xa tầm tay trẻ em,71,28,1,0
4/5/2024,Paracetamol 500mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,103,34,1,1
4/5/2024,Amoxicillin 250mg,Traphaco,Bảo quản ở nhiệt độ phòng,72,26,1,1
4/5/2024,Vitamin C 1000mg,Mekophar,Giữ trong tủ lạnh (2-8°C),66,25,1,1
4/5/2024,Ibuprofen 400mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,48,23,1,0
4/5/2024,Aspirin 81mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,85,23,1,1
4/5/2024,Cefixime 200mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",106,29,1,1
4/5/2024,Loratadine 10mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,40,26,1,1
4/5/2024,Omeprazole 20mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,10,21,1,0
4/6/2024,Paracetamol 500mg,Traphaco,Giữ trong tủ lạnh (2-8°C),84,21,1,0
4/6/2024,Amoxicillin 250mg,Traphaco,Tránh ánh nắng trực tiếp,97,35,1,0
4/6/2024,Vitamin C 1000mg,OPC Pharma,Tránh ánh nắng trực tiếp,17,27,1,0
4/6/2024,Ibuprofen 400mg,Mekophar,Bảo quản ở nhiệt độ phòng,20,35,1,1
4/6/2024,Aspirin 81mg,DHG Pharmacy,Để xa tầm tay trẻ em,29,28,1,0
4/6/2024,Cefixime 200mg,Traphaco,Để xa tầm tay trẻ em,98,23,1,1
4/6/2024,Loratadine 10mg,OPC Pharma,Tránh ánh nắng trực tiếp,82,28,1,1
4/6/2024,Omeprazole 20mg,Imexpharm,Để xa tầm tay trẻ em,18,21,1,1
4/7/2024,Paracetamol 500mg,Stella Pharma,Bảo quản ở nhiệt độ phòng,78,20,1,0
4/7/2024,Amoxicillin 250mg,Traphaco,Để xa tầm tay trẻ em,110,32,1,1
4/7/2024,Vitamin C 1000mg,Traphaco,Tránh ánh nắng trực tiếp,53,32,1,0
4/7/2024,Ibuprofen 400mg,Boston Pharma,Tránh ánh nắng trực tiếp,28,34,1,0
4/7/2024,Aspirin 81mg,Traphaco,Để xa tầm tay trẻ em,63,32,1,1
4/7/2024,Cefixime 200mg,OPC Pharma,Bảo quản ở nhiệt độ phòng,64,24,1,1
4/7/2024,Loratadine 10mg,Mekophar,"Bảo quản nơi khô ráo, thoáng mát",46,30,1,1
4/7/2024,Omeprazole 20mg,Mekophar,Để xa tầm tay trẻ em,59,34,1,0
4/8/2024,Paracetamol 500mg,Mekophar,Tránh ánh nắng trực tiếp,24,35,1,0
4/8/2024,Amoxicillin 250mg,Stella Pharma,"Bảo quản nơi khô ráo, thoáng mát",61,35,1,1
4/8/2024,Vitamin C 1000mg,Boston Pharma,Tránh ánh nắng trực tiếp,69,21,1,0
4/8/2024,Ibuprofen 400mg,Boston Pharma,Tránh ánh nắng trực tiếp,38,20,1,0
4/8/2024,Aspirin 81mg,OPC Pharma,Giữ trong tủ lạnh (2-8°C),104,27,1,1
4/8/2024,Cefixime 200mg,DHG Pharmacy,Giữ trong tủ lạnh (2-8°C),116,34,1,0
4/8/2024,Loratadine 10mg,OPC Pharma,"Bảo quản nơi khô ráo, thoáng mát",54,22,1,0
4/8/2024,Omeprazole 20mg,DHG Pharmacy,Bảo quản ở nhiệt độ phòng,31,20,1,0
4/9/2024,Paracetamol 500mg,Boston Pharma,Giữ trong tủ lạnh (2-8°C),30,29,1,1
4/9/2024,Amoxicillin 250mg,Boston Pharma,Để xa tầm tay trẻ em,78,25,1,1
4/9/2024,Vitamin C 1000mg,Traphaco,Giữ trong tủ lạnh (2-8°C),23,35,1,0
4/9/2024,Ibuprofen 400mg,Mekophar,Để xa tầm tay trẻ em,108,22,1,0
4/9/2024,Aspirin 81mg,Traphaco,Bảo quản ở nhiệt độ phòng,26,29,1,1
4/9/2024,Cefixime 200mg,Imexpharm,Tránh ánh nắng trực tiếp,29,34,1,1
